poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
52,2,2015,4,25,115,6,17,2,1,1,17.21,67.13,1014.14,4.26,0.18
52,4,2015,4,26,116,7,17,1,1,0,18.26,67.64,1011.44,4.83,0.09
52,2,2015,4,26,116,7,17,2,1,0,17.72,70.62,1009.47,4.65,0.41
52,3,2015,4,27,117,1,18,0,0,0,14.68,85.97,1006.38,5.62,5.28
52,4,2015,4,27,117,1,18,1,0,0,14.78,85.08,1004.91,5.84,9.53
52,2,2015,4,27,117,1,18,2,0,0,14.25,85.64,1003.36,6.18,13.64
52,1,2015,4,28,118,2,18,0,0,0,15.28,81.1,1003.75,4.5,7.59
52,4,2015,4,28,118,2,18,1,0,0,17.15,72.24,1003.4,6.16,7.89
52,2,2015,4,28,118,2,18,2,0,0,17.42,69.41,1004.67,5.65,8.31
52,2,2015,4,29,119,3,18,0,0,0,15.26,63.64,1016.45,4.9,3.83
52,4,2015,4,29,119,3,18,1,0,0,17.14,60.83,1015.42,6.41,3.83
52,2,2015,4,29,119,3,18,2,0,0,17.24,61.66,1014.83,5.95,3.84
52,1,2015,4,30,120,4,18,0,0,0,14.69,74.77,1015.57,3.91,1.94
52,4,2015,4,30,120,4,18,1,0,0,16.8,65.12,1014.76,4.59,2.12
52,2,2015,4,30,120,4,18,2,0,0,17.48,62.12,1013.01,4.46,2.2
52,3,2015,5,1,121,5,18,0,0,1,14.77,76.78,1011.98,4.49,1.46
52,4,2015,5,1,121,5,18,1,0,1,16.03,73.33,1011.0,5.49,2.46
52,4,2015,5,1,121,5,18,2,0,1,15.59,77.0,1008.84,5.32,5.65
52,4,2015,5,2,122,6,18,0,1,0,16.77,76.3,1009.17,4.53,5.5
52,4,2015,5,2,122,6,18,1,1,0,19.5,66.59,1007.98,5.62,5.39
52,2,2015,5,3,123,7,18,1,1,0,18.72,73.56,1010.02,3.76,1.64
52,1,2015,5,3,123,7,18,2,1,0,18.84,73.68,1009.62,3.16,1.66
52,2,2015,5,4,124,1,19,0,0,0,18.95,76.39,1011.94,2.8,0.39
52,3,2015,5,4,124,1,19,1,0,0,20.57,70.56,1011.23,3.76,0.46
52,2,2015,5,4,124,1,19,2,0,0,21.2,67.28,1012.52,3.56,0.46
52,1,2015,5,5,125,2,19,0,0,0,21.21,68.92,1011.17,4.59,0.69
52,4,2015,5,5,125,2,19,1,0,0,22.55,64.39,1009.92,5.64,0.74
52,2,2015,5,5,125,2,19,2,0,0,22.98,62.23,1008.81,5.55,0.72
52,2,2015,5,6,126,3,19,0,0,0,21.33,68.47,1008.74,3.99,0.85
52,4,2015,5,6,126,3,19,1,0,0,22.72,63.62,1008.23,5.12,0.9
52,2,2015,5,6,126,3,19,2,0,0,22.97,62.37,1007.64,4.28,0.79
52,1,2015,5,7,127,4,19,0,0,0,21.76,54.97,1012.93,5.59,2.67
52,3,2015,5,7,127,4,19,1,0,0,23.81,49.46,1011.85,6.38,2.67
52,2,2015,5,7,127,4,19,2,0,0,24.14,48.52,1010.87,5.78,2.62
52,2,2015,5,8,128,5,19,0,0,0,21.85,54.34,1012.36,4.31,0.22
52,4,2015,5,8,128,5,19,1,0,0,23.59,49.6,1011.9,5.0,0.24
52,1,2015,5,8,128,5,19,2,0,0,23.49,50.54,1010.15,4.42,0.55
52,3,2015,5,9,129,6,19,0,1,0,20.79,61.23,1012.8,4.83,2.99
52,4,2015,5,9,129,6,19,1,1,0,23.39,51.0,1012.05,5.49,2.94
52,4,2015,5,10,130,7,19,1,1,0,24.61,39.52,1019.46,7.05,0.86
52,2,2015,5,10,130,7,19,2,1,0,24.72,39.47,1018.74,7.0,0.89
52,2,2015,5,11,131,1,20,0,0,0,22.19,49.57,1022.45,5.16,0.48
52,3,2015,5,11,131,1,20,1,0,0,24.47,43.65,1021.3,6.01,0.49
52,1,2015,5,11,131,1,20,2,0,0,24.55,44.2,1019.99,6.24,0.51
52,1,2015,5,12,132,2,20,0,0,0,21.97,51.2,1022.52,3.94,0.53
52,4,2015,5,12,132,2,20,1,0,0,24.05,46.02,1021.43,5.67,0.53
52,2,2015,5,12,132,2,20,2,0,0,24.21,46.06,1020.42,6.1,0.53
52,2,2015,5,13,133,3,20,0,0,0,20.64,60.41,1019.27,2.99,0.88
52,4,2015,5,13,133,3,20,1,0,0,23.66,50.76,1017.25,4.94,0.86
52,2,2015,5,13,133,3,20,2,0,0,24.44,49.3,1015.08,5.62,0.88
52,3,2015,5,14,134,4,20,0,0,0,21.53,60.71,1009.52,4.57,0.69
52,4,2015,5,14,134,4,20,1,0,0,24.04,53.6,1007.79,6.37,0.72
52,1,2015,5,14,134,4,20,2,0,0,24.11,53.59,1006.1,6.68,0.72
52,3,2015,5,15,135,5,20,0,0,0,17.92,76.78,1003.8,7.39,4.3
52,4,2015,5,15,135,5,20,1,0,0,18.02,74.75,1004.39,9.42,6.58
52,3,2015,5,15,135,5,20,2,0,0,17.48,77.0,1006.13,8.69,9.54
52,3,2015,5,16,136,6,20,0,1,0,19.73,67.74,1015.1,5.68,6.08
52,4,2015,5,16,136,6,20,1,1,0,21.47,63.18,1015.2,5.98,6.2
52,2,2015,5,17,137,7,20,1,1,0,24.6,51.72,1015.24,7.33,3.54
52,1,2015,5,17,137,7,20,2,1,0,24.72,50.08,1014.3,6.89,2.73
52,3,2015,5,18,138,1,21,0,0,0,22.63,56.67,1012.94,5.3,0.01
52,4,2015,5,18,138,1,21,1,0,0,24.3,51.47,1011.24,5.93,0.03
52,1,2015,5,18,138,1,21,2,0,0,24.4,50.94,1009.26,5.27,0.04
52,1,2015,5,19,139,2,21,0,0,0,22.25,60.73,1006.49,4.61,0.57
52,4,2015,5,19,139,2,21,1,0,0,23.84,54.93,1006.36,6.33,0.68
52,2,2015,5,19,139,2,21,2,0,0,23.41,56.16,1003.38,6.52,1.35
52,3,2015,5,20,140,3,21,0,0,0,18.92,74.2,1004.14,4.43,1.34
52,4,2015,5,20,140,3,21,1,0,0,19.12,71.43,1004.54,5.59,4.94
52,2,2015,5,20,140,3,21,2,0,0,19.53,66.13,1004.54,6.3,6.71
52,1,2015,5,21,141,4,21,0,0,0,16.8,65.38,1012.15,6.31,6.63
52,4,2015,5,21,141,4,21,1,0,0,17.48,63.16,1012.2,8.04,6.81
52,1,2015,5,21,141,4,21,2,0,0,16.24,68.08,1011.69,7.62,8.03
52,3,2015,5,22,142,5,21,0,0,0,14.89,72.38,1010.43,5.33,7.46
52,4,2015,5,22,142,5,21,1,0,0,15.98,68.86,1009.16,5.96,9.63
52,2,2015,5,22,142,5,21,2,0,0,15.48,72.14,1008.29,6.06,11.21
52,3,2015,5,23,143,6,21,0,1,0,15.29,75.46,1008.29,3.77,2.54
52,4,2015,5,23,143,6,21,1,1,0,15.81,76.05,1009.31,4.25,4.1
52,4,2015,5,24,144,7,21,1,1,0,19.78,57.01,1011.61,5.01,3.37
52,2,2015,5,25,145,1,22,0,0,0,19.37,62.3,1009.13,3.43,0.03
52,3,2015,5,25,145,1,22,1,0,0,21.41,55.58,1009.13,5.06,0.03
52,1,2015,5,25,145,1,22,2,0,0,21.19,56.7,1006.5,4.38,0.67
52,1,2015,5,26,146,2,22,0,0,0,18.2,71.19,1006.8,3.33,3.78
52,4,2015,5,26,146,2,22,1,0,0,19.02,68.59,1006.73,4.87,5.64
52,2,2015,5,26,146,2,22,2,0,0,18.02,71.16,1007.6,4.6,8.66
52,2,2015,5,27,147,3,22,0,0,0,18.96,58.51,1013.05,5.69,4.84
52,4,2015,5,27,147,3,22,1,0,0,20.36,52.18,1012.85,6.7,5.14
52,1,2015,5,27,147,3,22,2,0,0,20.29,52.9,1012.75,6.94,5.87
52,1,2015,5,28,148,4,22,0,0,0,19.05,52.98,1015.96,5.83,5.07
52,4,2015,5,28,148,4,22,1,0,0,20.47,50.38,1015.3,6.84,5.02
52,2,2015,5,28,148,4,22,2,0,0,21.11,49.56,1014.62,6.67,4.94
52,2,2015,5,29,149,5,22,0,0,0,19.17,60.66,1013.2,3.66,0.1
52,4,2015,5,29,149,5,22,1,0,0,22.04,52.27,1012.44,6.22,0.71
52,3,2015,5,29,149,5,22,2,0,0,22.56,50.52,1010.67,5.97,0.72
52,3,2015,5,30,150,6,22,0,1,0,20.91,59.73,1011.3,3.75,0.57
52,4,2015,5,30,150,6,22,1,1,0,22.93,54.64,1010.67,5.34,0.56
52,2,2015,5,30,150,6,22,2,1,0,23.12,55.22,1010.21,5.34,0.59
52,4,2015,5,31,151,7,22,1,1,0,22.43,61.16,1013.8,5.66,2.53
52,4,2015,6,1,152,1,23,0,0,0,22.49,62.3,1014.42,2.98,0.76
52,4,2015,6,1,152,1,23,1,0,0,24.09,57.15,1014.26,4.71,0.83
52,3,2015,6,1,152,1,23,2,0,0,24.47,55.73,1013.36,4.27,1.0
52,3,2015,6,2,153,2,23,0,0,1,23.67,61.44,1015.89,3.42,0.4
52,4,2015,6,2,153,2,23,1,0,1,25.77,53.39,1015.3,5.22,0.41
52,3,2015,6,2,153,2,23,2,0,1,26.29,50.39,1014.83,5.3,0.4
52,1,2015,6,3,154,3,23,0,0,0,25.91,55.8,1017.44,3.77,0.08
52,4,2015,6,3,154,3,23,1,0,0,27.6,49.54,1017.44,4.94,0.08
52,3,2015,6,3,154,3,23,2,0,0,28.1,47.39,1016.01,4.75,0.11
52,2,2015,6,4,155,4,23,0,0,0,26.85,55.56,1019.76,4.52,0.21
52,4,2015,6,4,155,4,23,1,0,0,28.92,48.21,1018.18,5.08,0.2
52,2,2015,6,4,155,4,23,2,0,0,28.99,47.08,1016.51,4.7,0.26
52,1,2015,6,5,156,5,23,0,0,0,27.45,54.56,1019.23,4.06,5.07
52,4,2015,6,5,156,5,23,1,0,0,29.48,49.14,1017.47,5.35,5.19
52,3,2015,6,5,156,5,23,2,0,0,29.38,49.73,1015.95,5.23,3.58
52,1,2015,6,6,157,6,23,0,1,0,28.02,54.88,1018.55,4.15,0.02
52,4,2015,6,6,157,6,23,1,1,0,29.22,51.67,1017.84,5.21,0.04
52,1,2015,6,6,157,6,23,2,1,0,28.99,52.8,1016.0,4.73,0.18
52,3,2015,6,7,158,7,23,1,1,0,29.38,48.81,1016.97,5.54,0.79
52,1,2015,6,7,158,7,23,2,1,0,29.05,49.22,1015.58,5.28,0.95
52,3,2015,6,8,159,1,24,0,0,0,25.65,55.53,1012.24,4.44,1.38
52,3,2015,6,8,159,1,24,1,0,0,27.52,48.77,1011.45,4.84,1.52
52,2,2015,6,8,159,1,24,2,0,0,27.0,50.08,1009.12,4.2,1.9
52,1,2015,6,9,160,2,24,0,0,0,25.05,56.8,1012.97,3.92,0.26
52,4,2015,6,9,160,2,24,1,0,0,26.55,51.69,1012.35,5.03,0.53
52,3,2015,6,9,160,2,24,2,0,0,26.05,52.72,1012.12,4.14,1.0
52,2,2015,6,10,161,3,24,0,0,0,24.43,59.12,1014.51,4.52,0.71
52,4,2015,6,10,161,3,24,1,0,0,26.56,52.73,1015.01,5.04,0.81
52,1,2015,6,10,161,3,24,2,0,0,26.95,52.08,1013.73,4.89,1.1
52,3,2015,6,11,162,4,24,0,0,0,25.76,57.53,1014.19,3.78,0.14
52,3,2015,6,11,162,4,24,1,0,0,27.59,50.6,1013.03,4.79,0.25
52,1,2015,6,11,162,4,24,2,0,0,28.07,48.09,1012.25,4.64,0.34
52,2,2015,6,12,163,5,24,0,0,0,25.87,58.0,1013.45,4.3,0.59
52,4,2015,6,12,163,5,24,1,0,0,26.85,54.68,1012.75,5.57,0.96
52,3,2015,6,12,163,5,24,2,0,0,26.56,55.39,1011.58,4.55,1.34
52,2,2015,6,13,164,6,24,0,1,0,24.24,65.49,1013.47,3.56,1.31
52,4,2015,6,13,164,6,24,1,1,0,26.97,54.15,1012.61,4.97,1.52
52,1,2015,6,13,164,6,24,2,1,0,27.0,53.67,1011.36,5.06,1.6
52,2,2015,6,14,165,7,24,1,1,0,22.32,72.56,1006.16,7.4,7.84
52,2,2015,6,14,165,7,24,2,1,0,20.52,79.77,1006.5,5.4,14.09
52,2,2015,6,15,166,1,25,0,0,0,22.57,72.67,1011.46,4.27,1.95
52,4,2015,6,15,166,1,25,1,0,0,24.38,64.98,1010.67,5.42,2.25
52,2,2015,6,15,166,1,25,2,0,0,24.42,63.62,1009.04,5.51,3.19
52,1,2015,6,16,167,2,25,0,0,0,23.34,66.33,1012.52,4.53,0.73
52,4,2015,6,16,167,2,25,1,0,0,23.73,64.35,1012.0,5.29,2.1
52,1,2015,6,16,167,2,25,2,0,0,22.75,69.26,1010.53,5.47,3.34
52,2,2015,6,17,168,3,25,0,0,0,20.85,69.91,1012.62,5.62,5.3
52,4,2015,6,17,168,3,25,1,0,0,22.84,60.06,1012.5,6.39,5.51
52,3,2015,6,17,168,3,25,2,0,0,23.08,57.3,1011.74,5.87,5.75
52,2,2015,6,18,169,4,25,0,0,0,21.38,59.13,1013.63,5.53,0.76
52,4,2015,6,18,169,4,25,1,0,0,23.03,55.44,1011.91,6.21,0.84
52,2,2015,6,18,169,4,25,2,0,0,23.85,54.22,1010.03,5.8,0.92
52,2,2015,6,19,170,5,25,0,0,0,22.8,61.8,1009.08,3.82,0.3
52,4,2015,6,19,170,5,25,1,0,0,24.4,57.19,1007.88,5.31,0.51
52,3,2015,6,19,170,5,25,2,0,0,23.79,61.44,1005.32,5.57,1.17
52,2,2015,6,20,171,6,25,0,1,0,21.7,61.95,1009.09,4.72,1.28
52,4,2015,6,20,171,6,25,1,1,0,21.99,60.95,1008.83,5.8,1.83
52,1,2015,6,20,171,6,25,2,1,0,21.67,62.59,1010.7,5.95,3.1
52,4,2015,6,21,172,7,25,1,1,0,23.0,51.4,1014.68,5.78,0.4
52,3,2015,6,21,172,7,25,2,1,0,23.15,51.51,1014.32,5.6,0.74
52,2,2015,6,22,173,1,26,0,0,0,22.7,55.52,1014.54,5.03,0.17
52,3,2015,6,22,173,1,26,1,0,0,24.15,52.8,1012.95,6.12,0.21
52,2,2015,6,22,173,1,26,2,0,0,24.18,54.48,1010.84,5.92,0.24
52,1,2015,6,23,174,2,26,0,0,0,22.66,68.34,1005.36,5.13,1.8
52,4,2015,6,23,174,2,26,1,0,0,24.86,60.28,1004.78,6.46,2.08
52,3,2015,6,23,174,2,26,2,0,0,24.98,58.96,1006.41,7.14,2.04
52,2,2015,6,24,175,3,26,0,0,0,21.08,58.02,1013.64,5.71,4.3
52,4,2015,6,24,175,3,26,1,0,0,23.25,49.93,1014.24,6.63,4.3
52,3,2015,6,24,175,3,26,2,0,0,23.8,48.16,1015.26,6.59,4.2
52,3,2015,6,25,176,4,26,0,0,0,22.45,54.09,1020.13,4.44,0.01
52,4,2015,6,25,176,4,26,1,0,0,24.29,48.81,1019.13,5.83,0.01
52,2,2015,6,25,176,4,26,2,0,0,25.02,47.55,1017.26,5.67,0.01
52,2,2015,6,26,177,5,26,0,0,0,23.46,53.94,1017.77,4.03,0.02
52,4,2015,6,26,177,5,26,1,0,0,26.03,46.83,1015.86,6.28,0.03
52,1,2015,6,26,177,5,26,2,0,0,26.58,46.29,1012.92,6.76,0.01
52,3,2015,6,27,178,6,26,0,1,0,24.46,56.07,1014.95,3.94,0.03
52,4,2015,6,27,178,6,26,1,1,0,27.05,47.55,1013.61,5.74,0.11
52,2,2015,6,27,178,6,26,2,1,0,27.16,48.73,1012.58,5.55,0.22
52,4,2015,6,28,179,7,26,1,1,0,27.65,48.0,1014.13,5.78,0.12
52,3,2015,6,28,179,7,26,2,1,0,27.88,46.93,1013.84,5.94,0.16
52,2,2015,6,29,180,1,27,0,0,0,24.64,57.34,1018.22,3.46,0.55
52,4,2015,6,29,180,1,27,1,0,0,26.23,52.8,1015.86,4.72,0.1
52,1,2015,6,29,180,1,27,2,0,0,26.96,51.13,1015.72,4.9,0.01
52,2,2015,6,30,181,2,27,0,0,0,25.95,55.27,1016.58,3.98,0.07
52,4,2015,6,30,181,2,27,1,0,0,27.89,50.21,1015.79,5.46,0.06
52,2,2015,6,30,181,2,27,2,0,0,28.2,49.72,1014.86,5.7,0.06
52,1,2015,7,1,182,3,27,0,0,0,27.71,50.71,1015.14,4.29,0.04
52,4,2015,7,1,182,3,27,1,0,0,29.27,45.56,1014.65,5.62,0.04
52,3,2015,7,1,182,3,27,2,0,0,29.64,44.7,1014.61,5.88,0.03
52,2,2015,7,2,183,4,27,0,0,0,27.95,52.18,1017.21,3.8,0.02
52,4,2015,7,2,183,4,27,1,0,0,30.15,46.52,1015.92,5.6,0.03
52,3,2015,7,2,183,4,27,2,0,0,30.54,46.34,1015.31,5.61,0.03
52,3,2015,7,3,184,5,27,0,0,0,28.17,56.57,1018.26,3.08,0.0
52,4,2015,7,3,184,5,27,1,0,0,30.81,49.6,1018.68,5.11,0.11
52,2,2015,7,3,184,5,27,2,0,0,28.75,54.8,1018.26,5.63,0.98
52,3,2015,7,4,185,6,27,0,1,0,27.76,56.35,1020.72,3.36,0.11
52,4,2015,7,4,185,6,27,1,1,0,30.84,48.79,1019.12,4.77,0.16
52,1,2015,7,4,185,6,27,2,1,0,31.49,48.17,1015.81,5.04,0.17
52,3,2015,7,5,186,7,27,1,1,0,31.75,52.16,1013.54,5.23,0.24
52,3,2015,7,5,186,7,27,2,1,0,31.67,52.94,1012.57,5.67,0.29
52,3,2015,7,6,187,1,28,0,0,0,29.05,60.24,1012.04,2.96,0.09
52,3,2015,7,6,187,1,28,1,0,0,31.78,53.37,1011.47,4.92,0.03
52,2,2015,7,6,187,1,28,2,0,0,31.95,53.55,1012.55,5.38,0.04
52,2,2015,7,7,188,2,28,0,0,0,30.42,59.23,1010.99,3.35,0.02
52,4,2015,7,7,188,2,28,1,0,0,32.35,53.6,1008.97,5.38,0.04
52,1,2015,7,7,188,2,28,2,0,0,32.29,53.73,1007.06,5.93,0.04
52,2,2015,7,8,189,3,28,0,0,0,28.82,63.17,1004.22,4.44,0.38
52,4,2015,7,8,189,3,28,1,0,0,30.45,57.9,1002.27,5.52,0.73
52,2,2015,7,8,189,3,28,2,0,0,30.12,57.8,1001.16,6.33,1.28
52,2,2015,7,9,190,4,28,0,0,0,26.44,55.72,1010.44,7.21,0.15
52,4,2015,7,9,190,4,28,1,0,0,28.03,51.0,1008.73,7.42,0.18
52,2,2015,7,9,190,4,28,2,0,0,28.16,50.55,1005.33,6.56,0.2
52,2,2015,7,10,191,5,28,0,0,0,25.52,49.83,1013.29,6.67,0.06
52,4,2015,7,10,191,5,28,1,0,0,27.6,44.22,1012.73,6.71,0.06
52,2,2015,7,10,191,5,28,2,0,0,28.14,43.69,1012.49,6.37,0.06
52,3,2015,7,11,192,6,28,0,1,0,26.89,49.95,1014.73,3.94,0.0
52,4,2015,7,11,192,6,28,1,1,0,29.18,45.13,1014.12,5.99,0.0
52,2,2015,7,11,192,6,28,2,1,0,29.75,45.02,1011.24,5.89,0.0
52,3,2015,7,12,193,7,28,1,1,0,30.63,44.16,1011.94,5.69,2.29
52,3,2015,7,12,193,7,28,2,1,0,30.66,43.87,1010.44,5.57,0.04
52,2,2015,7,13,194,1,29,0,0,0,27.62,57.12,1011.23,3.83,0.06
52,3,2015,7,13,194,1,29,1,0,0,29.63,51.16,1010.23,5.34,0.05
52,1,2015,7,13,194,1,29,2,0,0,29.82,51.0,1008.64,5.31,0.05
52,3,2015,7,14,195,2,29,0,0,0,28.16,56.33,1011.66,4.09,0.0
52,4,2015,7,14,195,2,29,1,0,0,30.46,49.79,1011.77,5.8,0.0
52,2,2015,7,14,195,2,29,2,0,0,30.95,49.56,1009.28,6.11,0.0
52,2,2015,7,15,196,3,29,0,0,0,29.3,57.43,1011.78,3.73,0.01
52,4,2015,7,15,196,3,29,1,0,0,31.43,51.83,1011.24,5.86,0.01
52,2,2015,7,15,196,3,29,2,0,0,31.7,51.0,1010.41,6.26,0.01
52,3,2015,7,16,197,4,29,0,0,0,29.81,57.09,1014.88,4.21,0.02
52,4,2015,7,16,197,4,29,1,0,0,31.78,50.84,1013.44,5.85,0.05
52,2,2015,7,16,197,4,29,2,0,0,32.12,48.88,1010.91,5.58,0.1
52,2,2015,7,17,198,5,29,0,0,0,30.38,53.81,1014.77,3.46,0.04
52,3,2015,7,17,198,5,29,1,0,0,32.46,47.7,1013.18,5.55,0.04
52,3,2015,7,17,198,5,29,2,0,0,32.08,48.03,1010.81,5.62,0.08
52,2,2015,7,18,199,6,29,0,1,0,30.21,50.29,1012.55,3.96,0.0
52,4,2015,7,18,199,6,29,1,1,0,32.65,44.82,1011.28,5.21,0.01
52,1,2015,7,18,199,6,29,2,1,0,32.84,44.16,1010.62,5.69,0.01
52,4,2015,7,19,200,7,29,1,1,0,32.7,46.41,1008.35,6.39,0.08
52,2,2015,7,19,200,7,29,2,1,0,32.47,46.08,1006.67,6.56,0.08
52,2,2015,7,20,201,1,30,0,0,0,30.55,52.22,1007.38,4.28,0.01
52,4,2015,7,20,201,1,30,1,0,0,32.35,46.86,1007.31,5.57,0.01
52,2,2015,7,20,201,1,30,2,0,0,32.33,46.47,1006.14,5.49,0.04
52,1,2015,7,21,202,2,30,0,0,0,31.01,52.09,1008.83,3.96,0.0
52,4,2015,7,21,202,2,30,1,0,0,32.69,46.66,1007.07,5.61,0.11
52,2,2015,7,21,202,2,30,2,0,0,32.53,46.04,1005.76,5.86,0.27
52,3,2015,7,22,203,3,30,0,0,0,30.89,52.57,1008.64,3.3,0.01
52,4,2015,7,22,203,3,30,1,0,0,32.55,45.95,1006.63,5.6,0.11
52,1,2015,7,22,203,3,30,2,0,0,31.25,48.64,1006.98,6.2,0.56
52,3,2015,7,23,204,4,30,0,0,0,30.57,50.51,1007.17,4.09,0.03
52,4,2015,7,23,204,4,30,1,0,0,31.97,46.98,1005.49,5.39,0.15
52,2,2015,7,23,204,4,30,2,0,0,31.05,48.86,1005.54,5.56,0.76
52,2,2015,7,24,205,5,30,0,0,0,28.77,55.87,1006.7,4.1,2.41
52,4,2015,7,24,205,5,30,1,0,0,30.84,49.57,1005.52,5.39,2.77
52,3,2015,7,24,205,5,30,2,0,0,30.19,52.19,1004.26,4.94,3.52
52,2,2015,7,25,206,6,30,0,1,0,27.4,61.14,1005.02,4.0,1.46
52,4,2015,7,25,206,6,30,1,1,0,29.06,55.7,1004.76,6.36,1.65
52,2,2015,7,25,206,6,30,2,1,0,29.3,54.98,1002.71,6.41,1.94
52,4,2015,7,26,207,7,30,1,1,0,28.01,49.98,1007.8,7.65,1.07
52,2,2015,7,26,207,7,30,2,1,0,27.68,52.2,1006.95,6.53,1.1
52,3,2015,7,27,208,1,31,0,0,0,25.65,64.94,1004.64,4.69,2.17
52,4,2015,7,27,208,1,31,1,0,0,28.41,55.33,1003.83,6.48,2.18
52,3,2015,7,27,208,1,31,2,0,0,29.56,50.83,1003.23,7.09,2.21
52,2,2015,7,28,209,2,31,0,0,0,26.67,58.11,1005.85,6.12,0.04
52,4,2015,7,28,209,2,31,1,0,0,28.52,53.84,1005.34,6.83,0.03
52,3,2015,7,28,209,2,31,2,0,0,29.02,52.5,1004.42,6.36,0.03
52,2,2015,7,29,210,3,31,0,0,0,26.89,62.22,1005.73,5.04,2.96
52,4,2015,7,29,210,3,31,1,0,0,29.0,54.79,1004.94,6.13,3.04
52,3,2015,7,29,210,3,31,2,0,0,29.34,54.34,1002.21,6.91,2.72
52,2,2015,7,30,211,4,31,0,0,0,26.15,59.73,1006.54,6.81,1.01
52,4,2015,7,30,211,4,31,1,0,0,27.72,55.17,1005.99,8.54,1.02
52,3,2015,7,30,211,4,31,2,0,0,27.38,56.03,1004.86,8.08,1.02
52,2,2015,7,31,212,5,31,0,0,0,24.96,56.86,1008.47,7.96,1.41
52,4,2015,7,31,212,5,31,1,0,0,26.64,50.67,1007.66,8.31,1.46
52,3,2015,7,31,212,5,31,2,0,0,26.96,49.74,1007.18,7.57,1.57
52,2,2015,8,1,213,6,31,0,1,0,24.06,59.56,1010.46,5.24,0.57
52,4,2015,8,1,213,6,31,1,1,0,25.19,58.93,1009.25,5.66,0.81
52,1,2015,8,1,213,6,31,2,1,0,24.0,66.9,1008.66,3.96,1.5
52,4,2015,8,2,214,7,31,1,1,0,26.82,59.19,1013.48,5.23,5.71
52,3,2015,8,2,214,7,31,2,1,0,27.08,58.28,1013.0,4.75,6.37
52,2,2015,8,3,215,1,32,0,0,0,26.96,58.95,1012.39,4.14,0.15
52,4,2015,8,3,215,1,32,1,0,0,29.37,51.47,1011.7,5.57,0.15
52,3,2015,8,3,215,1,32,2,0,0,29.99,50.33,1010.99,5.54,0.18
52,2,2015,8,4,216,2,32,0,0,0,28.27,56.97,1011.05,4.29,0.03
52,4,2015,8,4,216,2,32,1,0,0,30.35,51.25,1008.83,5.76,0.03
52,2,2015,8,4,216,2,32,2,0,0,30.7,50.56,1007.8,5.59,0.04
52,2,2015,8,5,217,3,32,0,0,0,29.3,53.7,1010.76,4.41,0.02
52,4,2015,8,5,217,3,32,1,0,0,31.24,48.11,1009.77,6.19,0.05
52,4,2015,8,5,217,3,32,2,0,0,31.27,48.06,1008.02,5.79,0.08
52,3,2015,8,6,218,4,32,0,0,0,29.93,53.03,1010.62,4.31,0.01
52,4,2015,8,6,218,4,32,1,0,0,31.62,48.34,1009.25,5.74,0.02
52,4,2015,8,6,218,4,32,2,0,0,31.52,47.8,1008.72,6.38,0.01
52,3,2015,8,7,219,5,32,0,0,0,30.68,49.75,1010.42,5.03,0.01
52,4,2015,8,7,219,5,32,1,0,0,31.9,45.9,1011.11,6.97,0.02
52,3,2015,8,7,219,5,32,2,0,0,31.5,46.39,1013.19,6.28,0.03
52,2,2015,8,8,220,6,32,0,1,0,29.8,53.32,1011.7,3.91,0.6
52,4,2015,8,8,220,6,32,1,1,0,31.17,48.98,1011.67,5.71,0.97
52,1,2015,8,8,220,6,32,2,1,0,29.95,52.39,1011.47,5.5,1.53
52,4,2015,8,9,221,7,32,1,1,0,30.7,48.14,1012.58,6.4,1.2
52,3,2015,8,9,221,7,32,2,1,0,30.16,49.99,1011.86,5.91,1.56
52,3,2015,8,10,222,1,33,0,0,0,27.45,54.32,1010.34,6.7,6.43
52,4,2015,8,10,222,1,33,1,0,0,28.12,51.88,1009.97,7.25,6.93
52,3,2015,8,10,222,1,33,2,0,0,27.26,55.04,1010.12,6.88,5.73
52,2,2015,8,11,223,2,33,0,0,0,27.27,52.76,1010.18,4.79,2.57
52,4,2015,8,11,223,2,33,1,0,0,29.57,44.83,1009.51,5.75,4.87
52,3,2015,8,11,223,2,33,2,0,0,29.76,45.33,1008.13,5.61,6.87
52,2,2015,8,12,224,3,33,0,0,0,29.35,47.51,1011.45,4.99,0.59
52,4,2015,8,12,224,3,33,1,0,0,30.66,42.8,1010.52,6.19,0.76
52,3,2015,8,12,224,3,33,2,0,0,30.77,41.61,1010.05,6.03,0.82
52,3,2015,8,13,225,4,33,0,0,0,29.76,44.15,1012.07,3.6,0.01
52,4,2015,8,13,225,4,33,1,0,0,31.05,41.11,1011.56,5.85,0.08
52,2,2015,8,13,225,4,33,2,0,0,30.89,41.65,1011.72,6.09,0.14
52,3,2015,8,14,226,5,33,0,0,0,28.32,51.52,1005.98,3.67,0.15
52,4,2015,8,14,226,5,33,1,0,0,29.91,47.58,1004.66,5.1,0.18
52,1,2015,8,14,226,5,33,2,0,0,29.38,49.21,1003.57,4.73,0.4
52,4,2015,8,15,227,6,33,1,1,1,26.62,58.15,1003.18,5.56,1.82
52,3,2015,8,15,227,6,33,2,1,1,25.95,59.58,1001.27,5.22,2.48
52,4,2015,8,16,228,7,33,1,1,0,23.06,68.41,1004.09,4.76,2.6
52,1,2015,8,16,228,7,33,2,1,0,23.6,65.81,1003.1,5.12,3.24
52,3,2015,8,17,229,1,34,0,0,0,23.18,66.27,1004.78,4.64,0.68
