poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
54,3,2019,4,20,110,6,16,0,1,0,16.46,50.38,1025.55,4.97,0.07
54,4,2019,4,20,110,6,16,1,1,0,20.75,36.45,1021.7,8.27,1.68
54,3,2019,4,20,110,6,16,2,1,0,21.05,35.12,1019.98,8.98,1.94
54,4,2019,4,21,111,7,16,1,1,1,21.16,37.87,1015.33,7.51,0.0
54,4,2019,4,21,111,7,16,2,1,1,20.96,37.48,1018.77,8.46,0.0
54,1,2019,4,22,112,1,17,0,0,1,14.69,53.31,1012.56,7.27,0.0
54,4,2019,4,22,112,1,17,1,0,1,17.79,52.66,1010.18,12.76,0.0
54,3,2019,4,22,112,1,17,2,0,1,16.7,54.5,1010.58,12.62,0.0
54,3,2019,4,23,113,2,17,0,0,0,11.91,87.26,1006.13,12.16,10.3
54,4,2019,4,23,113,2,17,1,0,0,12.12,86.63,1005.35,12.9,13.32
54,4,2019,4,23,113,2,17,2,0,0,12.14,88.6,1006.76,10.37,17.14
54,3,2019,4,24,114,3,17,0,0,0,15.76,84.87,1014.24,6.73,21.85
54,4,2019,4,24,114,3,17,1,0,0,17.7,75.23,1015.06,7.47,31.1
54,4,2019,4,24,114,3,17,2,0,0,16.87,80.15,1015.01,7.64,32.14
54,1,2019,4,25,115,4,17,0,0,1,15.58,82.48,1019.82,5.4,3.21
54,4,2019,4,25,115,4,17,1,0,1,17.95,71.4,1019.55,7.98,0.05
54,4,2019,4,25,115,4,17,2,0,1,15.11,85.05,1018.88,6.06,3.29
54,4,2019,4,26,116,5,17,0,0,0,15.1,86.02,1014.97,7.82,0.41
54,4,2019,4,26,116,5,17,1,0,0,16.26,82.73,1014.74,5.85,2.59
54,4,2019,4,26,116,5,17,2,0,0,17.13,67.71,1013.23,8.52,3.66
54,1,2019,4,27,117,6,17,0,1,0,13.35,67.38,1016.46,4.76,0.05
54,4,2019,4,27,117,6,17,1,1,0,18.39,41.1,1016.07,7.12,0.05
54,4,2019,4,27,117,6,17,2,1,0,19.11,40.66,1014.86,8.32,0.05
54,4,2019,4,28,118,7,17,1,1,0,13.85,55.57,1013.59,9.54,1.93
54,3,2019,4,28,118,7,17,2,1,0,13.2,59.97,1013.0,6.04,2.23
54,3,2019,4,29,119,1,18,0,0,0,9.0,81.97,1015.47,4.93,2.62
54,4,2019,4,29,119,1,18,1,0,0,11.92,73.54,1015.5,5.5,2.74
54,2,2019,4,29,119,1,18,2,0,0,13.44,67.29,1014.19,7.39,2.74
54,3,2019,4,30,120,2,18,0,0,0,15.15,55.04,1013.32,6.22,0.01
54,4,2019,4,30,120,2,18,1,0,0,17.82,47.61,1012.74,7.54,0.01
54,3,2019,4,30,120,2,18,2,0,0,18.62,44.58,1011.92,6.09,0.01
54,2,2019,5,1,121,3,18,0,0,1,17.64,52.23,1014.63,4.44,0.24
54,4,2019,5,1,121,3,18,1,0,1,20.03,45.37,1013.53,6.74,1.85
54,4,2019,5,1,121,3,18,2,0,1,20.61,42.14,1011.93,6.15,2.06
54,3,2019,5,2,122,4,18,0,0,0,17.81,60.55,1013.15,4.71,0.0
54,4,2019,5,2,122,4,18,1,0,0,19.91,53.27,1012.41,6.89,0.0
54,3,2019,5,2,122,4,18,2,0,0,19.9,52.29,1010.18,6.75,0.0
54,2,2019,5,3,123,5,18,0,0,0,15.49,78.53,1006.18,5.02,1.1
54,4,2019,5,3,123,5,18,1,0,0,16.5,72.13,1008.86,6.01,1.79
54,3,2019,5,3,123,5,18,2,0,0,16.12,70.42,997.96,4.8,2.7
54,1,2019,5,4,124,6,18,0,1,0,12.8,85.81,995.73,1.53,0.18
54,4,2019,5,4,124,6,18,1,1,0,15.19,75.26,999.96,3.04,0.43
54,4,2019,5,4,124,6,18,2,1,0,16.76,65.91,1002.89,3.84,0.77
54,1,2019,5,5,125,7,18,1,1,0,10.32,61.85,997.69,14.49,39.36
54,1,2019,5,5,125,7,18,2,1,0,8.54,76.5,1000.3,6.66,43.75
54,2,2019,5,6,126,1,19,0,0,0,11.25,72.57,1011.5,5.87,0.41
54,3,2019,5,6,126,1,19,1,0,0,15.21,51.15,1011.57,8.18,0.55
54,2,2019,5,6,126,1,19,2,0,0,16.3,47.5,1011.48,7.88,0.47
54,2,2019,5,7,127,2,19,0,0,0,13.85,54.87,1019.37,7.08,0.0
54,4,2019,5,7,127,2,19,1,0,0,16.11,51.89,1018.56,5.21,0.0
54,4,2019,5,7,127,2,19,2,0,0,17.51,47.92,1017.11,3.87,0.0
54,2,2019,5,8,128,3,19,0,0,0,13.67,69.8,1014.75,4.6,0.0
54,4,2019,5,8,128,3,19,1,0,0,13.59,75.58,1008.55,2.98,0.3
54,2,2019,5,8,128,3,19,2,0,0,12.04,86.92,1013.9,2.12,2.76
54,3,2019,5,9,129,4,19,0,0,0,12.37,85.94,1005.72,3.1,8.81
54,4,2019,5,9,129,4,19,1,0,0,15.99,70.03,1004.38,7.11,8.47
54,3,2019,5,9,129,4,19,2,0,0,17.48,63.21,1004.77,6.81,8.55
54,2,2019,5,10,130,5,19,0,0,0,16.8,71.09,1005.28,5.13,0.01
54,4,2019,5,10,130,5,19,1,0,0,19.1,65.47,1010.48,5.95,0.01
54,3,2019,5,10,130,5,19,2,0,0,20.09,60.48,1011.84,4.67,0.01
54,1,2019,5,11,131,6,19,0,1,0,15.72,80.02,1007.24,4.39,0.01
54,4,2019,5,11,131,6,19,1,1,0,17.71,72.84,1005.24,5.29,0.04
54,2,2019,5,11,131,6,19,2,1,0,17.96,72.42,1003.32,5.56,0.06
54,4,2019,5,12,132,7,19,1,1,0,12.83,74.48,1007.77,8.06,14.09
54,2,2019,5,12,132,7,19,2,1,0,13.53,69.73,1014.0,7.28,10.77
54,2,2019,5,13,133,1,20,0,0,0,16.41,53.97,1017.43,9.54,0.4
54,4,2019,5,13,133,1,20,1,0,0,16.95,55.31,1014.88,6.68,0.45
54,3,2019,5,13,133,1,20,2,0,0,15.96,65.46,1012.65,3.84,0.47
54,2,2019,5,14,134,2,20,0,0,0,14.7,64.79,1013.05,7.24,0.0
54,4,2019,5,14,134,2,20,1,0,0,15.31,56.95,1009.8,9.67,0.01
54,2,2019,5,14,134,2,20,2,0,0,13.64,55.65,1016.35,11.08,0.03
54,1,2019,5,15,135,3,20,0,0,0,8.69,82.77,1014.29,2.98,3.19
54,3,2019,5,15,135,3,20,1,0,0,10.37,78.83,1009.68,2.29,12.91
54,3,2019,5,15,135,3,20,2,0,0,13.37,67.66,1006.64,3.57,11.91
54,2,2019,5,16,136,4,20,0,0,0,14.76,64.75,1008.96,3.25,0.0
54,4,2019,5,16,136,4,20,1,0,0,17.0,56.83,1011.86,5.14,0.0
54,3,2019,5,16,136,4,20,2,0,0,17.14,58.0,1006.15,4.1,0.0
54,2,2019,5,17,137,5,20,0,0,0,16.13,63.65,1004.09,6.92,0.0
54,4,2019,5,17,137,5,20,1,0,0,17.58,60.08,1003.64,7.77,0.0
54,3,2019,5,17,137,5,20,2,0,0,17.71,58.47,1003.35,7.33,0.02
54,3,2019,5,18,138,6,20,0,1,0,14.15,76.22,998.79,9.73,1.82
54,4,2019,5,18,138,6,20,1,1,0,14.31,72.82,999.89,10.17,2.56
54,3,2019,5,18,138,6,20,2,1,0,14.63,74.41,999.85,9.48,3.5
54,4,2019,5,19,139,7,20,1,1,0,13.37,90.23,1004.84,6.39,10.82
54,1,2019,5,19,139,7,20,2,1,0,13.53,88.94,1005.76,5.27,14.14
54,1,2019,5,20,140,1,21,0,0,0,14.12,90.92,988.73,5.47,3.98
54,3,2019,5,20,140,1,21,1,0,0,15.0,86.57,992.95,6.69,4.83
54,2,2019,5,20,140,1,21,2,0,0,15.34,83.11,1000.61,5.38,5.75
54,1,2019,5,21,141,2,21,0,0,0,14.79,85.27,994.15,3.7,0.2
54,4,2019,5,21,141,2,21,1,0,0,17.42,76.19,1003.18,4.41,0.22
54,2,2019,5,21,141,2,21,2,0,0,18.37,75.3,1008.32,5.61,0.27
54,2,2019,5,22,142,3,21,0,0,0,16.7,79.7,993.38,4.27,0.07
54,4,2019,5,22,142,3,21,1,0,0,19.18,68.93,997.17,4.5,0.09
54,3,2019,5,22,142,3,21,2,0,0,20.06,67.1,997.51,3.79,0.1
54,2,2019,5,23,143,4,21,0,0,0,18.08,72.04,1000.2,3.59,0.96
54,4,2019,5,23,143,4,21,1,0,0,20.72,64.64,999.17,4.9,0.98
54,2,2019,5,23,143,4,21,2,0,0,21.69,60.61,1010.7,4.5,1.08
54,1,2019,5,24,144,5,21,0,0,0,18.62,77.81,1012.99,4.84,0.02
54,4,2019,5,24,144,5,21,1,0,0,20.97,70.37,1011.96,5.25,0.23
54,3,2019,5,24,144,5,21,2,0,0,20.96,70.37,1010.78,3.29,1.82
54,1,2019,5,25,145,6,21,0,1,0,17.7,78.62,1013.29,5.95,3.46
54,4,2019,5,25,145,6,21,1,1,0,19.39,70.87,1012.94,6.26,5.85
54,3,2019,5,25,145,6,21,2,1,0,17.69,77.09,1012.51,5.6,11.64
54,4,2019,5,26,146,7,21,1,1,0,20.59,65.43,1012.98,6.92,1.73
54,2,2019,5,26,146,7,21,2,1,0,19.88,67.75,1012.38,5.21,1.98
54,2,2019,5,27,147,1,22,0,0,0,13.7,93.16,1011.88,4.33,7.34
54,4,2019,5,27,147,1,22,1,0,0,14.84,88.57,1010.99,5.55,7.65
54,3,2019,5,27,147,1,22,2,0,0,15.75,83.03,1009.36,4.0,7.71
54,2,2019,5,28,148,2,22,0,0,0,16.55,82.83,1003.66,3.96,0.3
54,4,2019,5,28,148,2,22,1,0,0,19.15,72.66,1004.73,6.16,0.55
54,2,2019,5,28,148,2,22,2,0,0,18.79,71.22,1004.11,4.19,1.51
54,2,2019,5,29,149,3,22,0,0,0,14.64,84.16,1012.45,2.17,5.64
54,4,2019,5,29,149,3,22,1,0,0,16.12,74.92,1013.86,3.33,5.84
54,3,2019,5,29,149,3,22,2,0,0,16.41,72.47,1015.5,4.54,5.93
54,2,2019,5,30,150,4,22,0,0,0,17.16,71.82,1020.71,4.2,4.1
54,4,2019,5,30,150,4,22,1,0,0,19.04,64.87,1020.45,4.13,3.13
54,3,2019,5,30,150,4,22,2,0,0,17.97,69.81,1020.76,4.77,1.65
54,2,2019,5,31,151,5,22,0,0,0,19.25,55.61,1024.88,4.87,0.0
54,4,2019,5,31,151,5,22,1,0,0,21.22,51.23,1023.57,6.78,0.0
54,4,2019,5,31,151,5,22,2,0,0,22.21,49.87,1020.37,6.21,0.0
54,3,2019,6,1,152,6,22,0,1,0,22.81,54.47,1022.47,4.1,0.0
54,4,2019,6,1,152,6,22,1,1,0,25.27,45.69,1021.33,5.33,0.0
54,2,2019,6,1,152,6,22,2,1,0,25.89,43.96,1019.04,6.48,0.0
54,3,2019,6,2,153,7,22,1,1,1,27.4,47.83,1018.28,5.66,0.0
54,2,2019,6,2,153,7,22,2,1,1,27.53,46.64,1017.05,4.85,0.0
54,1,2019,6,3,154,1,23,0,0,0,25.23,57.65,1016.85,2.99,0.0
54,4,2019,6,3,154,1,23,1,0,0,27.66,50.85,1014.61,4.79,0.0
54,2,2019,6,3,154,1,23,2,0,0,28.42,48.84,1014.46,4.26,0.0
54,1,2019,6,4,155,2,23,0,0,0,25.9,59.68,1014.32,3.26,0.0
54,4,2019,6,4,155,2,23,1,0,0,28.12,53.71,1013.1,4.9,0.0
54,2,2019,6,4,155,2,23,2,0,0,27.93,52.88,1012.13,3.48,0.0
54,2,2019,6,5,156,3,23,0,0,0,24.2,70.17,1011.26,4.45,0.0
54,4,2019,6,5,156,3,23,1,0,0,26.28,62.41,1010.54,6.07,0.0
54,1,2019,6,5,156,3,23,2,0,0,26.87,59.1,1009.59,6.34,0.0
54,2,2019,6,6,157,4,23,0,0,0,20.61,79.59,1013.32,4.35,0.04
54,4,2019,6,6,157,4,23,1,0,0,22.73,72.39,1013.8,4.33,0.81
54,1,2019,6,6,157,4,23,2,0,0,20.14,79.72,1014.22,5.92,5.12
54,1,2019,6,7,158,5,23,0,0,0,22.6,67.33,1018.4,3.97,0.04
54,4,2019,6,7,158,5,23,1,0,0,24.53,52.91,1018.29,4.99,3.46
54,3,2019,6,7,158,5,23,2,0,0,25.37,47.1,1017.82,5.17,2.55
54,1,2019,6,8,159,6,23,0,1,0,22.21,69.13,1020.59,2.85,0.0
54,4,2019,6,8,159,6,23,1,1,0,25.76,57.11,1020.76,5.22,0.0
54,1,2019,6,8,159,6,23,2,1,0,27.21,44.19,1020.33,4.44,0.0
54,4,2019,6,9,160,7,23,1,1,0,27.05,55.93,1020.24,6.54,0.07
54,3,2019,6,9,160,7,23,2,1,0,26.88,56.5,1019.5,4.48,0.07
54,3,2019,6,10,161,1,24,0,0,0,23.76,64.78,1014.57,6.71,0.06
54,3,2019,6,10,161,1,24,1,0,0,27.0,55.46,1012.93,9.75,0.07
54,3,2019,6,10,161,1,24,2,0,0,27.68,50.09,1010.65,10.95,0.07
54,1,2019,6,11,162,2,24,0,0,0,24.64,63.3,1007.57,5.69,0.0
54,4,2019,6,11,162,2,24,1,0,0,27.57,56.7,1007.39,10.32,0.0
54,3,2019,6,11,162,2,24,2,0,0,27.72,53.72,1006.87,9.1,0.0
54,1,2019,6,12,163,3,24,0,0,0,25.86,60.59,1008.12,8.93,0.06
54,4,2019,6,12,163,3,24,1,0,0,27.93,50.85,1008.29,8.1,0.06
54,3,2019,6,12,163,3,24,2,0,0,28.27,47.75,1008.31,6.42,0.07
54,2,2019,6,13,164,4,24,0,0,0,24.71,43.44,1013.74,6.76,0.0
54,4,2019,6,13,164,4,24,1,0,0,26.69,31.15,1013.95,6.71,2.68
54,3,2019,6,13,164,4,24,2,0,0,27.81,27.2,1013.91,5.61,4.21
54,2,2019,6,14,165,5,24,0,0,0,25.81,43.4,1017.5,4.81,4.07
54,4,2019,6,14,165,5,24,1,0,0,28.92,38.08,1016.38,8.48,4.05
54,3,2019,6,14,165,5,24,2,0,0,28.34,39.75,1014.85,9.09,4.13
54,3,2019,6,15,166,6,24,0,1,0,26.82,49.12,1013.55,4.76,3.63
54,4,2019,6,15,166,6,24,1,1,0,28.81,47.27,1013.09,5.72,3.36
54,2,2019,6,15,166,6,24,2,1,0,28.94,50.62,1011.95,5.44,3.56
54,4,2019,6,16,167,7,24,1,1,0,28.24,48.91,1013.12,6.69,3.28
54,1,2019,6,16,167,7,24,2,1,0,29.7,36.62,1012.59,5.94,1.79
54,2,2019,6,17,168,1,25,0,0,0,26.44,49.27,1014.51,8.97,0.96
54,3,2019,6,17,168,1,25,1,0,0,28.09,46.18,1015.43,7.71,3.33
54,2,2019,6,17,168,1,25,2,0,0,28.76,44.93,1014.11,5.59,1.96
54,1,2019,6,18,169,2,25,0,0,0,26.18,57.81,1014.04,4.09,3.93
54,4,2019,6,18,169,2,25,1,0,0,28.51,51.8,1014.62,5.22,2.71
54,2,2019,6,18,169,2,25,2,0,0,28.98,49.42,1013.52,4.29,3.66
54,2,2019,6,19,170,3,25,0,0,0,26.71,58.46,1012.83,3.92,4.79
54,4,2019,6,19,170,3,25,1,0,0,29.39,51.8,1011.89,7.29,4.78
54,3,2019,6,19,170,3,25,2,0,0,29.8,44.87,1010.51,8.5,4.35
54,3,2019,6,20,171,4,25,0,0,0,26.82,60.85,1011.91,4.63,0.0
54,4,2019,6,20,171,4,25,1,0,0,28.86,46.01,1011.53,6.28,0.0
54,3,2019,6,20,171,4,25,2,0,0,29.55,38.98,1010.5,7.56,0.0
54,1,2019,6,21,172,5,25,0,0,0,25.95,59.79,1014.75,4.43,0.07
54,4,2019,6,21,172,5,25,1,0,0,28.41,52.24,1014.31,5.96,0.08
54,3,2019,6,21,172,5,25,2,0,0,29.54,46.2,1013.31,5.16,0.08
54,2,2019,6,22,173,6,25,0,1,0,22.09,67.94,1014.65,6.81,3.74
54,4,2019,6,22,173,6,25,1,1,0,23.26,62.42,1014.55,7.78,4.5
54,3,2019,6,22,173,6,25,2,1,0,23.5,61.0,1013.5,4.38,4.43
54,3,2019,6,23,174,7,25,1,1,0,27.67,49.81,1014.63,4.42,3.39
54,3,2019,6,23,174,7,25,2,1,0,28.81,47.01,1014.3,4.25,5.48
54,2,2019,6,24,175,1,26,0,0,0,26.68,58.97,1015.6,3.32,0.0
54,4,2019,6,24,175,1,26,1,0,0,29.46,50.27,1017.0,5.13,0.0
54,2,2019,6,24,175,1,26,2,0,0,30.06,48.88,1016.97,4.55,0.0
54,1,2019,6,25,176,2,26,0,0,0,28.04,57.44,1020.37,3.7,0.0
54,4,2019,6,25,176,2,26,1,0,0,30.68,50.4,1020.83,4.73,0.0
54,1,2019,6,25,176,2,26,2,0,0,31.18,49.64,1020.95,4.95,0.0
54,3,2019,6,26,177,3,26,0,0,0,29.51,58.16,1018.38,3.75,0.0
54,4,2019,6,26,177,3,26,1,0,0,31.16,54.33,1021.05,5.44,0.0
54,2,2019,6,26,177,3,26,2,0,0,30.63,55.77,1021.2,5.5,0.0
54,3,2019,6,27,178,4,26,0,0,0,31.23,54.67,1018.88,4.03,0.0
54,4,2019,6,27,178,4,26,1,0,0,30.98,53.25,1016.39,5.85,0.0
54,1,2019,6,27,178,4,26,2,0,0,29.74,53.64,1014.79,6.77,0.0
54,2,2019,6,28,179,5,26,0,0,0,30.93,55.8,1012.85,9.03,0.35
54,4,2019,6,28,179,5,26,1,0,0,31.73,54.48,1012.39,8.74,7.2
54,2,2019,6,28,179,5,26,2,0,0,31.54,52.06,1010.52,7.35,7.13
54,2,2019,6,29,180,6,26,0,1,0,27.42,56.69,1018.58,6.27,0.0
54,3,2019,6,29,180,6,26,1,1,0,29.23,52.81,1017.56,5.67,0.0
54,1,2019,6,29,180,6,26,2,1,0,30.34,49.14,1018.67,5.66,0.0
54,4,2019,6,30,181,7,26,1,1,0,31.56,42.54,1020.56,5.47,0.0
54,2,2019,6,30,181,7,26,2,1,0,31.22,41.69,1020.72,5.54,0.0
54,2,2019,7,1,182,1,27,0,0,0,29.45,52.6,1016.4,4.48,0.0
54,4,2019,7,1,182,1,27,1,0,0,31.91,45.77,1015.73,5.88,0.0
54,1,2019,7,1,182,1,27,2,0,0,32.71,41.96,1014.93,6.66,0.0
54,2,2019,7,2,183,2,27,0,0,0,28.66,52.49,1013.87,3.87,0.0
54,4,2019,7,2,183,2,27,1,0,0,30.92,47.96,1013.79,4.54,0.0
54,2,2019,7,2,183,2,27,2,0,0,31.76,47.13,1007.01,4.37,0.0
54,1,2019,7,3,184,3,27,0,0,0,27.37,57.81,1012.09,2.49,1.84
54,4,2019,7,3,184,3,27,1,0,0,30.61,49.3,1010.92,5.83,5.56
54,2,2019,7,3,184,3,27,2,0,0,31.88,47.03,1012.9,5.3,1.6
54,1,2019,7,4,185,4,27,0,0,0,26.77,55.62,1017.24,4.36,0.06
54,4,2019,7,4,185,4,27,1,0,0,28.61,51.39,1015.25,6.01,0.07
54,2,2019,7,4,185,4,27,2,0,0,29.46,50.23,1015.34,4.1,0.08
54,1,2019,7,5,186,5,27,0,0,0,27.51,58.07,1013.5,5.1,0.04
54,4,2019,7,5,186,5,27,1,0,0,29.7,53.56,1013.21,6.29,0.04
54,2,2019,7,5,186,5,27,2,0,0,31.01,49.79,1007.83,5.62,0.04
54,1,2019,7,6,187,6,27,0,1,0,27.38,67.46,1007.12,2.74,0.01
54,3,2019,7,6,187,6,27,1,1,0,31.19,53.88,1006.03,6.19,0.01
54,1,2019,7,6,187,6,27,2,1,0,31.68,49.86,1003.7,6.51,0.01
54,4,2019,7,7,188,7,27,1,1,0,30.07,59.75,1002.89,8.63,4.56
54,2,2019,7,7,188,7,27,2,1,0,28.96,59.42,1004.69,8.32,1.96
54,3,2019,7,8,189,1,28,0,0,0,26.6,58.77,1006.91,3.76,0.02
54,4,2019,7,8,189,1,28,1,0,0,28.55,54.72,1006.07,4.23,2.17
54,3,2019,7,8,189,1,28,2,0,0,29.99,48.31,1004.53,4.22,5.42
54,2,2019,7,9,190,2,28,0,0,0,24.83,61.62,1006.55,5.38,0.01
54,4,2019,7,9,190,2,28,1,0,0,26.31,59.53,1008.02,6.49,0.1
54,2,2019,7,9,190,2,28,2,0,0,24.11,73.25,1010.81,3.46,0.71
54,2,2019,7,10,191,3,28,0,0,0,23.91,56.82,1009.67,9.45,0.03
54,4,2019,7,10,191,3,28,1,0,0,26.22,49.11,1010.02,7.88,0.03
54,3,2019,7,10,191,3,28,2,0,0,26.85,46.39,1009.87,5.2,0.03
54,2,2019,7,11,192,4,28,0,0,0,24.01,54.7,1014.71,3.85,0.0
54,4,2019,7,11,192,4,28,1,0,0,25.45,52.8,1013.51,3.09,0.0
54,2,2019,7,11,192,4,28,2,0,0,25.96,51.98,1012.22,2.4,0.0
54,2,2019,7,12,193,5,28,0,0,0,24.64,60.12,1013.97,3.79,0.0
54,4,2019,7,12,193,5,28,1,0,0,27.12,53.91,1011.37,5.13,-0.01
54,2,2019,7,12,193,5,28,2,0,0,27.37,53.01,1010.24,4.5,0.16
54,2,2019,7,13,194,6,28,0,1,0,24.43,65.19,1010.3,3.92,2.31
54,4,2019,7,13,194,6,28,1,1,0,25.58,60.78,1010.2,4.09,2.71
54,2,2019,7,13,194,6,28,2,1,0,26.34,57.2,1009.41,2.94,3.23
54,3,2019,7,14,195,7,28,1,1,0,27.13,46.12,1011.09,5.47,0.37
54,2,2019,7,14,195,7,28,2,1,0,27.43,43.59,1011.28,5.46,0.36
54,3,2019,7,15,196,1,29,0,0,0,18.64,79.98,1005.0,4.88,4.07
54,3,2019,7,15,196,1,29,1,0,0,21.08,70.32,1005.98,4.6,5.01
54,3,2019,7,15,196,1,29,2,0,0,23.94,57.63,1006.33,5.21,5.15
54,2,2019,7,16,197,2,29,0,0,0,25.25,47.59,1014.21,3.44,0.0
54,3,2019,7,16,197,2,29,1,0,0,26.83,45.06,1013.92,5.02,0.0
54,2,2019,7,16,197,2,29,2,0,0,27.05,47.17,1012.73,5.59,0.01
54,2,2019,7,17,198,3,29,0,0,0,25.0,58.72,1005.88,2.35,0.0
54,4,2019,7,17,198,3,29,1,0,0,29.06,40.17,1004.75,5.83,0.0
54,2,2019,7,17,198,3,29,2,0,0,29.52,37.3,1003.42,5.96,0.0
54,3,2019,7,18,199,4,29,0,0,0,25.0,59.21,1012.05,3.06,0.0
54,4,2019,7,18,199,4,29,1,0,0,26.24,55.86,1012.04,4.0,0.04
54,3,2019,7,18,199,4,29,2,0,0,26.48,56.18,1009.23,2.62,0.04
54,2,2019,7,19,200,5,29,0,0,0,26.43,59.18,1017.27,3.54,0.01
54,4,2019,7,19,200,5,29,1,0,0,28.53,51.27,1016.83,4.84,0.01
54,3,2019,7,19,200,5,29,2,0,0,29.25,47.7,1014.27,4.0,0.01
54,3,2019,7,20,201,6,29,0,1,0,26.81,61.25,1016.92,2.72,0.0
54,3,2019,7,20,201,6,29,1,1,0,29.44,52.81,1015.33,4.93,0.0
54,1,2019,7,20,201,6,29,2,1,0,30.61,47.33,1018.03,5.27,0.0
54,4,2019,7,21,202,7,29,1,1,0,30.91,49.0,1019.45,6.28,0.0
54,3,2019,7,21,202,7,29,2,1,0,31.02,45.74,1018.9,5.12,0.0
54,3,2019,7,22,203,1,30,0,0,0,28.38,63.64,1013.98,2.99,0.0
54,4,2019,7,22,203,1,30,1,0,0,30.47,57.21,1017.47,4.34,0.0
54,2,2019,7,22,203,1,30,2,0,0,30.84,55.98,1016.88,3.75,0.0
54,3,2019,7,23,204,2,30,0,0,0,28.4,62.91,1019.89,3.29,0.0
54,4,2019,7,23,204,2,30,1,0,0,31.55,52.02,1018.92,5.26,0.0
54,2,2019,7,23,204,2,30,2,0,0,32.21,47.77,1017.81,5.06,0.0
54,3,2019,7,24,205,3,30,0,0,0,30.26,54.49,1015.82,3.88,0.0
54,4,2019,7,24,205,3,30,1,0,0,32.6,47.04,1015.43,6.12,0.0
54,2,2019,7,24,205,3,30,2,0,0,32.86,47.74,1011.28,5.34,0.0
54,1,2019,7,25,206,4,30,0,0,0,30.54,52.51,1015.88,3.64,0.0
54,4,2019,7,25,206,4,30,1,0,0,32.74,46.67,1014.72,5.6,0.0
54,2,2019,7,25,206,4,30,2,0,0,32.84,46.13,1014.7,5.46,0.0
54,3,2019,7,26,207,5,30,0,0,0,29.8,52.66,1011.02,4.14,0.0
54,4,2019,7,26,207,5,30,1,0,0,32.47,48.95,1009.43,5.89,0.0
54,3,2019,7,26,207,5,30,2,0,0,32.71,43.25,1007.43,6.12,0.0
54,2,2019,7,27,208,6,30,0,1,0,26.41,61.57,1005.06,3.36,0.01
54,4,2019,7,27,208,6,30,1,1,0,28.94,56.38,1003.55,5.85,0.03
54,4,2019,7,28,209,7,30,1,1,0,21.68,82.01,992.32,3.46,1.58
54,3,2019,7,28,209,7,30,2,1,0,23.04,78.47,994.69,3.54,1.31
54,3,2019,7,29,210,1,31,0,0,0,26.13,64.87,1002.65,3.41,0.12
54,4,2019,7,29,210,1,31,1,0,0,27.75,59.3,1004.15,3.37,0.11
54,2,2019,7,29,210,1,31,2,0,0,28.71,58.44,1006.36,3.13,0.11
54,2,2019,7,30,211,2,31,0,0,0,27.17,68.55,1002.59,2.86,0.01
54,4,2019,7,30,211,2,31,1,0,0,29.7,60.16,1003.96,4.69,0.01
54,2,2019,7,30,211,2,31,2,0,0,30.42,52.21,1006.48,5.29,0.01
54,1,2019,7,31,212,3,31,0,0,0,28.02,66.46,1012.23,4.48,0.01
54,4,2019,7,31,212,3,31,1,0,0,28.89,62.24,1006.56,6.38,0.18
54,3,2019,7,31,212,3,31,2,0,0,27.26,56.99,1010.65,5.77,1.04
54,1,2019,8,1,213,4,31,0,0,0,26.55,65.52,1011.09,3.92,0.01
54,4,2019,8,1,213,4,31,1,0,0,28.47,60.84,1013.14,4.85,0.0
54,3,2019,8,1,213,4,31,2,0,0,29.45,56.48,1012.13,4.71,0.07
54,2,2019,8,2,214,5,31,0,0,0,25.06,70.53,1003.78,4.56,0.22
54,4,2019,8,2,214,5,31,1,0,0,25.01,66.78,1004.93,6.42,0.98
54,3,2019,8,2,214,5,31,2,0,0,19.27,82.62,1000.54,5.83,10.28
54,2,2019,8,3,215,6,31,0,1,0,24.1,59.32,1011.42,3.62,0.01
54,4,2019,8,3,215,6,31,1,1,0,27.42,48.67,1009.66,5.94,0.01
54,2,2019,8,3,215,6,31,2,1,0,28.18,46.22,1003.48,5.95,0.01
54,4,2019,8,4,216,7,31,1,1,0,27.64,51.22,1011.33,6.2,0.0
54,3,2019,8,4,216,7,31,2,1,0,27.98,52.13,1012.55,5.92,0.0
54,3,2019,8,5,217,1,32,0,0,0,26.12,57.65,1014.13,3.15,0.0
54,4,2019,8,5,217,1,32,1,0,0,28.38,53.87,1014.74,4.86,0.0
54,3,2019,8,5,217,1,32,2,0,0,29.16,53.77,1010.25,4.62,0.0
54,2,2019,8,6,218,2,32,0,0,0,25.74,67.63,1012.52,4.24,0.01
54,4,2019,8,6,218,2,32,1,0,0,28.37,60.16,1011.55,5.07,0.01
54,4,2019,8,6,218,2,32,2,0,0,28.84,59.57,1009.81,4.5,0.01
54,2,2019,8,7,219,3,32,0,0,0,23.84,76.77,1012.12,3.06,35.7
54,4,2019,8,7,219,3,32,1,0,0,26.36,67.81,1009.25,5.37,35.89
54,3,2019,8,7,219,3,32,2,0,0,26.94,65.81,1008.54,6.24,17.84
54,2,2019,8,8,220,4,32,0,0,0,24.21,77.3,1006.9,2.64,3.85
54,4,2019,8,8,220,4,32,1,0,0,27.51,65.79,1007.58,3.58,3.88
54,4,2019,8,8,220,4,32,2,0,0,28.47,61.62,1008.07,3.59,3.69
54,2,2019,8,9,221,5,32,0,0,0,26.74,71.72,1013.17,2.62,0.05
